식당(ID),식당명,주차가능여부,반려동물입장가능여부,다국어메뉴판제공여부
523402,파스타 먹은닭,N,N,N
523429,큰언니손맛,N,N,N
523430,옛날통닭,N,N,N
523431,최고집호떡,N,N,N
523432,맥도날드(사직D/T점),N,N,N
523457,닭고방,N,N,N
523471,립밤:갈비뜯는밤,N,N,N
523529,초원식당,N,N,N
523538,성주아구찜,N,N,N
523575,유미횟집,N,N,N
523581,킬러스웰(killerswell),N,N,N
523605,뜨르들로,N,N,N
523629,송도푸드,N,N,N
523630,장풍각,N,N,N
523638,빽다방(부산화명코오롱점),N,N,N
523660,에그오리진(부산명지점),N,N,N
523676,컴포즈커피(정관 광장점),Y,N,Y
523731,미성오리,N,N,N
523831,옛날전통추어탕,N,N,Y
523842,조은식당,N,N,N
523870,소소감자탕,N,N,Y
523910,투존치킨(화명점),N,N,N
523911,시골돼지국밥,N,N,N
523912,길자네집,N,N,N
523934,돈비락,N,N,N
523983,이모밥집,N,N,N
523989,부산해물찜(본점),N,N,N
524030,뚜레쥬르(부산연산자이점),N,N,N
524035,수차이나,N,N,Y
524098,유니,N,N,N
524102,미도 수제어묵,N,N,N
524126,옛날가마솥 장수통닭(망미점),N,N,N
524143,프레제(구서점),N,N,N
524160,감탄떡볶이(롯데마트사상점),N,N,N
524161,가마솥 김밥 롯데마트(사상점),N,N,N
524162,바삭돌이(용호점),N,N,N
524164,자매식당,N,N,N
524237,오라,N,N,N
524248,달콤한 해바라기,N,N,N
524249,홍익돈까스(부산서면점),N,N,N
524256,앙카라바바케밥,N,N,N
524287,임광선 커피하우스,Y,Y,Y
524311,온새미로,N,N,N
524382,국수나무(부산재송점),N,N,N
524383,철마 가마솥 추어탕 메기 매운탕,N,N,N
524401,화명멸치국수 3500원,N,N,N
524402,이디야커피(부산미남역점),N,N,N
524425,더벤티(범일점),N,N,N
524453,롤링파스타(부산경성대점),N,N,N
524471,오성통닭,N,N,Y
524472,미미예찬,N,N,N
524481,복숭아꽃살구꽃(화명2호점),N,N,N
524496,더 커피 브레이크,N,N,N
524497,스시투어,Y,N,Y
524512,봄봄,N,N,N
524582,마왕족발(괴정점),N,N,N
524605,맥도날드(부산덕천DT점),N,N,N
524623,소문난홍대순살찜닭(연산점),N,N,N
524624,가마솥소머리국밥,N,N,N
524634,노랑통닭(재송반여점),N,N,Y
524635,이태리식당 당감,N,N,Y
524701,수림불백,N,N,N
524702,그곳에 그 집,N,N,N
524703,사상 곱창,N,N,Y
524704,카페슬로우,N,N,N
524705,각방,N,N,Y
524706,해물포차,Y,N,N
524786,엠바,N,N,N
524830,통큰맘모스치킨(연산점),N,N,N
524873,쿠루미,N,N,N
524901,겨자씨밀면,N,N,N
524902,오시리아,N,N,N
524971,포크&나이프,N,N,Y
524972,달밤,N,N,N
524986,피자샵(부산북구점),N,N,N
524989,성희추어탕아구찜,N,N,N
525007,로망스,N,N,N
525061,PC토랑,N,N,N
525096,카페마루,N,N,N
525113,만선,N,N,N
525198,아토,N,N,N
525199,오성해장국,N,N,N
525232,욜로치킨(가야점),N,N,N
525233,영도해장국,N,N,N
525245,불타는토스트,N,N,N
525303,첸,N,N,Y
525304,양정마트떡볶이,N,N,N
525331,하루,N,N,N
525344,류길상피자,N,N,N
525364,남해,N,N,N
525372,컴포즈커피(덕포점),N,N,N
525423,짜리몽땅,N,N,N
525437,욘스시 사시미,N,N,Y
525450,홍연자명품김밥,N,N,N
525485,대정수산 아나고.숯불장어구이(장림직영점),Y,N,N
525497,모모치킨(안락점),N,N,N
525498,마당쇠돼지갈비(문현점),N,N,N
525507,더브레드(만덕점),N,N,N
525515,캡슐,N,N,N
525516,김투더치,N,N,N
525531,더벤티(부산시청점),N,N,N
525567,산애들,N,N,N
525584,이바돔감자탕(명지점),N,N,Y
525600,제철횟집,N,N,N
525611,이가찜집,N,N,N
525612,라오스 커피,Y,N,Y
525656,에이에이에이커피(AAAcoffee),N,N,N
525691,춘향골남원추어탕 밀면(강서구공항로점),N,N,N
525738,카페아담스,N,N,Y
525788,BHC치킨(부산용호점),N,N,N
525810,썬더치킨(영도3호점),N,N,N
525815,벤베누토(BENVENUTO),N,N,N
525818,전통콩나물해장국,N,N,N
525832,팔자피자,N,N,N
525840,아지아토,N,N,N
525841,김밥이유,N,N,N
525845,신라해장국(서연정점),Y,N,Y
525861,훠궈향,N,N,N
525868,제이스키친,N,N,N
525873,몽블랑제(부산정관점),N,N,N
525905,날마다고기잡는 식육식당,N,N,N
525906,공드린 국수,N,N,N
525938,써니네,N,N,N
525939,몽블랑제(부산용호점),N,N,N
525963,더카페,Y,N,Y
525984,빽다방(부산서면교육센터점),N,N,N
525988,만개짬뽕(본점),N,N,N
525989,더벤티(신모라점),N,N,N
526003,쓰리팝(3POP),N,N,N
526044,남포가마솥곰탕,N,N,N
526103,참그린대게,N,N,N
526104,바다한상,N,N,N
526112,맥시칸치킨(재송B점),N,N,N
526148,제일통닭,N,N,N
526162,정관도서관식당,N,N,N
526166,이디야커피(연산대로점),N,N,Y
526174,이유(초량점),Y,N,N
526222,소이락,N,N,N
526235,라오의산들바람,N,N,N
526271,백설커피숍,N,N,N
526281,아딸허브(롯데백화점 센텀시티점),N,N,Y
526290,또봉이통닭(명지점),N,N,N
526292,명륜진사갈비(부산서면점),Y,N,N
526317,퍼스트(1st),N,N,N
526342,토스트 먹는 여우,N,N,N
526361,장산길행복마을북카페,N,N,N
526374,몽블랑,N,N,N
526381,이너프 커피,N,N,N
526391,페어트레이드카페(부산중앙동점),N,N,N
526392,빽다방,N,N,N
526407,몽듀(mon Dieu),N,N,N
526452,스왈로우,N,N,N
526517,비에이치씨,Y,N,N
526518,맥주의전설,N,N,Y
526525,피자1번가(감천점),N,N,Y
526526,골목빵집,N,N,N
526527,한마음실비,N,N,N
526538,양갈창,N,N,N
526562,스무디킹(부산사상롯데시네마점),N,N,N
526563,소통,N,N,N
526587,맘스터치(동명대점),N,N,Y
526588,르쎄,N,N,N
526643,회주까,N,N,N
526665,호호돼지순대국밥오리농원,N,N,Y
526666,누크,N,N,N
526687,원초김밥,N,N,N
526699,달리는핫도그,N,N,N
526712,파리바게뜨(화명점),N,N,Y
526713,봄여름가을겨울,N,N,N
526714,킹 밥상,N,N,N
526715,미소치킨,N,N,N
526724,이모스넥바,N,N,N
526725,또래오래치킨,N,N,N
526759,롯데컬처웍스롯데시네마 광복 스위트샵(9층),N,N,N
526811,맘스터치,Y,N,Y
526826,꽁사모(명장점),N,N,N
526829,로꼬스바또스,N,N,N
526830,수정식당,N,N,N
526845,오모테나시,N,N,N
526873,파스쿠찌(태종대점),N,N,N
526888,부잣집식당,N,N,N
526901,써브웨이(부산광복점),N,N,N
526902,정선생 용천지난 댄스문화원,N,N,N
526917,올래마당에,N,N,N
526965,떡이조아,N,N,N
526966,슈퍼사이즈커피(덕천점),N,N,Y
526973,연어앓이,N,N,N
526989,민복식당,N,N,N
527019,국제통닭(청학점),N,N,Y
527022,삼원,N,N,N
527045,리시안,N,N,N
527046,치얼스(Cheers),N,N,N
527065,부산양옥,N,N,Y
527105,벨라,N,N,N
527127,컴포즈커피(화명동1호점),N,N,N
527162,카페야야와바투in대룡,N,N,N
527173,올레,N,N,N
527182,아지트에서술먹자!,N,N,Y
527196,빵장수단팥빵(서면점),N,N,Y
527268,맛있는 빵집,N,N,N
527269,아리랑고개카페,N,N,N
527291,야미가,N,N,N
527304,요물,N,N,N
527368,카페온유(본점),N,N,N
527441,칭구짬뽕(사상점),N,N,Y
527462,테루(NC 서면점),Y,N,N
527502,한양왕감자탕(본점),N,N,N
527523,이중섭 전망카페,N,N,N
527568,꼴레뜨 제이,N,N,N
527573,어부 초장집,N,N,N
527603,옥이네김치찌개(개금점),N,N,Y
527636,사라,N,N,N
527648,봉미아구찜,N,N,Y
527663,촌칭구짬뽕(사직점),Y,N,Y
527664,조선칼국수와통막걸리(부산대점),N,N,N
527668,돈오락쪽갈비(사직점),N,N,N
527696,리원(센텀점),Y,N,N
527710,군것질,N,N,N
527767,수현이네,N,N,N
527780,고집,N,N,Y
527799,청춘포차,N,N,N
527813,돈돈정(용호점),Y,N,N
527814,서면양곱창,N,N,N
527831,옛날팥칼국수,N,N,N
527833,배스킨라빈스(부산미남점),N,N,Y
527848,지원이네 부침개,N,N,N
527850,빽다방(부산경성대점),N,N,N
527851,올리브장작(온천천점),N,N,Y
527852,칸지,N,N,N
527853,강가네손만두,N,N,N
527885,이우환공간카페숍,N,N,N
527891,빕스,N,N,N
527910,주희커피,N,N,N
527928,몽블랑,N,N,Y
527959,곰빙수(사상점),N,N,Y
528044,집으로 차이나,N,N,N
528045,다와라,N,N,N
528084,빽다방(부산서면롯데점),N,N,N
528085,도깨비포차,N,N,N
528094,유가네닭갈비(온천천점),N,N,N
528096,로망34,Y,N,N
528182,비비어,N,N,N
528203,스타벅스(센텀로점),N,N,Y
528215,장우중국관,N,N,N
528227,벌떼해물집,N,N,N
528228,바로 푸드,N,N,N
528232,더벤티(사직점),N,N,N
528233,맛닭꼬(구서점),N,N,N
528255,치킨신드롬,N,N,N
528280,미스터빠삭(부경대점),N,N,N
528306,역사들(남구1호점),N,N,N
528348,김씨화덕(광복점),N,N,N
528364,등불호프,N,N,N
528423,아람식당,N,N,N
528424,내사랑닭발,N,N,N
528425,황령산 전망쉼터,N,N,N
528444,나의이름은닭강정,N,N,N
528450,서면양곱창,N,N,N
528475,원할머니 보쌈족발,N,N,Y
528476,지지고 부산(동의대점),N,N,N
528477,스푼(Spoon)PC방,N,N,N
528478,카페드롭탑(부산국제여객터미널점),N,N,Y
528479,시민갈비,N,N,N
528506,양빠,N,N,N
528514,불막역삼(덕천전화국점),N,N,N
528543,더.국수,N,N,N
528558,겐야 돈부리이자까야,Y,N,N
528559,양정횟집,N,N,N
528573,부영장어숯불구이,N,N,N
528590,꿈꾸는바다,N,N,N
528642,모카쉐이크(서면1호점),N,N,N
528656,인생술집(경성대점),N,N,N
528693,피자에땅(충무점),N,N,N
528698,도피오동아대글로벌하우스,N,N,N
528699,김충호,N,N,N
528729,대구대게조아,N,N,N
528755,착한횟집,N,N,N
528763,기장생아구찜(정관 2호점),N,N,N
528768,샘터,N,N,N
528788,미니스톱(용호일동점),N,N,N
528790,봄봄봄카페,N,N,N
528795,림스치킨(가야점),N,N,Y
528805,금강민물장어,N,N,N
528826,깜스키친,N,N,N
528846,국수나무(반여점),N,N,Y
528861,더벤티(초읍점),N,N,Y
528886,더벤티(정관점),N,N,N
528957,대영정식당,N,N,N
528970,가츠몽,N,N,N
529011,컴포즈커피(동아대병원점),N,N,N
529012,푸리타,N,N,N
529041,달주,N,N,N
529059,국민고기,N,N,N
529062,진맛집,N,N,N
529063,일광소나무집해산물전복죽,Y,N,N
529106,어썸,N,N,N
529129,푸짐한 집,N,N,N
529172,디초콜릿커피앤드(부산서구청점),N,N,N
529173,유창매점,N,N,N
529199,죽이야기(동삼점),N,N,N
529200,산들생고기,N,N,N
529267,배니버서리케이크,N,N,N
529273,초원,N,N,N
529301,정겨운집(정관점),N,N,Y
529302,황칠오리,N,N,N
529305,컴포즈커피(장림하나병원점),N,N,N
529322,거제현미네,N,N,N
529348,카페드롭탑(부산국제여객터미널점),N,N,Y
529358,청명,N,N,N
529359,송이왕아구찜,N,N,N
529360,몬스터231,N,N,N
529365,꿀돼지대패삼겹살,N,N,Y
529367,가덕도쉼터,N,N,N
529391,오륙도팬시,N,N,N
529398,도노텀블(농산물시장점),N,N,N
529408,히노아지(정관점),N,N,Y
529567,양푼이마을,N,N,N
529593,장흥갈비농장,N,N,N
529613,춘장,N,N,Y
529614,춘장,N,N,Y
529640,언덕너머한우(본점),N,N,N
529656,비턴(부산 화명점),Y,N,Y
529736,꼰대,N,N,N
529739,36 포차&비어,Y,N,N
529784,롤링파스타(부산화명역점),Y,N,N
529785,씨닉,N,N,N
529794,상하이,N,N,N
529795,승승삼겹(구낙역점),Y,N,Y
529814,노가리까는언니(부곡점),N,N,N
529836,바다향,N,N,N
529837,소나무,N,N,N
529844,천우푸드,N,N,N
529845,카페드롭탑(부산국제여객터미널점),N,N,Y
529934,국시한그릇,N,N,Y
529935,청산도,N,N,N
529936,퐁네프,N,N,N
529958,파스쿠찌(부산구포점),N,N,N
529965,범표어묵(남포본점),N,N,N
529972,오륙도낙지,N,N,N
530014,BHC치킨(대연경성대점),N,N,N
530046,가복밀면,N,N,Y
530115,이모집,N,N,N
530125,손영환비빔국수,N,N,N
530147,처갓집양념치킨(괴정샘터점),N,N,N
530149,시골밥상,N,N,N
530150,맛깔참죽(부산 연산토곡점),N,N,N
530162,쌀통닭(연산6호점),N,N,N
530166,맥반석노가리,N,N,N
530171,오케이회포차,N,N,N
530180,참좋은날,N,N,N
530213,삼세랑,Y,N,Y
530219,큰물결횟집,N,N,N
530225,더힘쎈바다장어,N,N,Y
530226,드반트,N,N,N
530297,오르막,N,N,N
530322,길식당,N,N,N
530323,순,N,N,N
530324,석봉댁,N,N,N
530347,제주화돈(부산본점),N,N,N
530373,문라이트,N,N,Y
530390,지에스(GS)25부암동평로,N,N,N
530395,라온포차,N,N,N
530400,카페051(재송점),N,N,N
530412,도노텀블(장림점),N,N,N
530419,동래통닭(안락점),N,N,N
530431,라무진,Y,N,Y
530478,오감베이커리,N,N,Y
530488,토담민속주점,N,N,N
530494,골드리버라운지,N,N,N
530502,뉴욕보틀,N,N,N
530503,회랑족발,N,N,N
530510,뽕나무돼지국밥,N,N,N
530537,자농의 뜨락,N,N,N
530538,마오팔,N,N,N
530539,명인만두(메가마트동래점),N,N,N
530540,카모메(동래메가마트점),N,N,N
530550,옛날통닭,N,N,N
530551,샤브향(부산대점),Y,N,Y
530565,순남시래기(부산정관점),N,N,N
530573,무지개맥주(동래점),N,N,N
530720,베딩카페,N,N,N
530736,다채,N,N,N
530750,배스킨라빈스(부산학장점),N,N,Y
530769,꿀돈생포갈비,N,N,Y
530770,강가의아침,N,N,N
530855,난스시,N,N,N
530856,양지뜰집밥부페,N,N,N
530863,덕화네,N,N,N
530887,지리산돼지국밥,N,N,N
530903,삼국지,N,N,N
530917,신비스런커피,N,N,N
530922,더벤티,N,N,N
530932,이가네찌개만찬,N,N,N
530933,왕 땡초,N,N,N
530934,옛날불백,N,N,N
531030,크라운 닭발(부산대본점),N,N,N
531057,크리스피크림도넛(부산명지점),N,N,Y
531085,우쿠야(초량점),N,N,N
531124,미스터보쌈(덕천점),N,N,N
531232,고은식당,N,N,N
531233,일순이네,N,N,N
531234,또바기김밥집,N,N,N
531236,시골추어탕,N,N,N
531266,나광바다장어,N,N,N
531284,카페엠,N,N,N
531314,골목생선구이,N,N,N
531330,롯데컬처웍스롯데시네마 동래,N,N,N
531331,샐러드,N,N,N
531332,주스/샌드위치,N,N,N
531339,스시원,N,N,Y
531340,7번가피자(동래점),N,N,Y
531341,난/커리,N,N,N
531342,FRITTER,N,N,N
531343,BARBECUE,N,N,N
531356,이열치열옛날양푼이동태찌개,N,N,N
531361,마루봄,N,N,N
531384,"좋아,중식당",N,N,N
531403,진지한쌈,N,N,N
531404,김쉐프의 족가(반여점),N,N,N
531430,먹거리백반,N,N,N
531431,흙,N,N,N
531432,봉태순대돼지국밥,N,N,N
531459,보배식당,N,N,N
531470,바다쭈꾸미(사상점),N,N,N
531471,형제분식,N,N,N
531472,골목길포차,N,N,N
531545,푸틴&푸카,N,N,N
531581,꼬망2,N,N,N
531631,빵장수 단팥빵(정관점),N,N,N
531664,오밥스 분식,N,N,N
531665,사랑방생선구이&쌈밥,N,N,N
531667,붐비어,N,N,N
531685,별다방,N,N,N
531696,시골추어탕,N,N,N
531783,골목안식당,N,N,Y
531784,태영생막창(만덕점),N,N,N
531785,대박뒷고기,N,N,N
531810,스윗패턴즈,N,N,Y
531857,국민곰장어,N,N,N
531858,더스테이크인에일하우스,N,N,Y
531859,저스트 커피,N,N,N
531860,야나기야,N,N,N
531913,브레드빈,N,N,Y
532006,대통푸드,N,N,N
532007,커피스미스(경성대점),N,N,N
532024,시라가,N,N,Y
532094,박리우,N,N,N
532095,the롱라이프time,N,N,N
532096,크림비어99,N,N,N
532098,스무디킹(부산사상롯데시네마점),N,N,N
532101,크리스피크림도넛(부산백양로점),N,N,N
532158,첫눈에반한족발,N,N,N
532177,웰빙콩나물국밥,N,N,Y
532178,우도,N,N,Y
532278,땅땅치킨(동삼점),N,N,N
532279,진횟집,N,N,N
532280,베란다치즈,N,N,N
532282,피닉스,N,N,N
532284,황실커피,N,N,N
532285,하늘연못,N,N,N
532304,더벤티(구서점),N,N,N
532339,길목 숯불갈비 냉면,N,N,N
532378,참착한밥집,N,N,N
532462,먹거리만두,N,N,N
532463,본브레드(만덕점),N,N,N
532479,교촌치킨,N,N,N
532501,간식타임,N,N,N
532525,아마스빈(장전역점),N,N,N
532541,카페데니스,Y,N,Y
532542,옛날촌닭 눈물닭도리탕,N,N,Y
532632,단미포차,N,N,N
532633,피자에땅(구포점),N,N,Y
532634,쓰리샾,N,N,N
532635,동심밥심,N,N,N
532653,홍걸스미친포차(동래점),N,N,Y
532654,뚜레쥬르,N,N,Y
532655,퍼니(경성대점),N,N,N
532656,고봉민 김밥(부산영도남항점),N,N,N
532825,파티줄리아,N,N,N
532826,남경소주방,N,N,N
532827,자드PC방,N,N,N
532828,셀렉토커피(부산연산자이점),Y,N,N
532829,부평양곱창(1호점),N,N,Y
532843,제이엠커피로스터스,N,N,N
532876,4번출구(사직야구장점),N,N,N
532888,무풍,N,N,N
532907,남경춘,N,N,N
532942,부산광역시노인종합복지관 카페마실,N,N,N
532943,거제종합사회복지관 실버카페 보나뻬띠,N,N,N
532944,옹헤야(부경대점),N,N,N
533018,밀양돼지국밥,N,N,N
533019,그놈포차,N,N,N
533020,소풍,Y,Y,N
533021,데이앤데이(사상점),N,N,Y
533022,물고기,N,N,N
533054,백년지기,Y,N,Y
533058,그라치(괴정점),N,N,N
533071,선가네횟집,N,N,N
533088,최셰프의숯불닭(명지점),N,N,Y
533089,밀양콩나물해장국,N,N,N
533090,만선회 포차,N,N,N
533091,옛날시골 명품통닭(사상점),N,N,N
533092,우미노,N,N,N
533113,개미집(직영점),N,N,N
533114,마산아구찜,N,N,N
533115,호야분식,N,N,N
533183,그집뱃살,N,N,N
533184,황금밀면(범천동본점),Y,N,Y
533185,자연애약초산행기,N,N,N
533198,엄마네돼지찌개(부경대 경성대점),N,N,N
533231,외식하기가장좋은집(부산시청점),Y,N,N
533269,1966 경양식,N,N,N
533301,행운식당,N,N,N
533303,공차(부산사직점),N,N,N
533321,최고집(본점),N,N,N
533322,공간나다움,N,N,N
533323,월전숯불장어구이,N,N,N
533324,루머,N,N,N
533357,대양곱창연탄구이,N,N,N
533358,대양곱창연탄구이,N,N,N
533386,소곱장난,N,N,N
533387,노랑통닭(초량점),N,N,N
533388,맛드림,N,N,N
533389,참치연어,N,N,N
533444,홍콩반점(부산정관모전점),N,N,Y
533449,자갈치불백,N,N,N
533509,이동하해장국,N,N,Y
533527,불스떡볶이&크리스피순살치킨(대연점),N,N,N
533549,미남,N,N,N
533554,언니네골목다방,N,N,N
533579,봉갈비(연산점),N,N,N
533614,밀향,N,N,N
533632,궁중해신탕,N,N,N
533633,갈비명가 창원집 식육식당,N,N,N
533644,노리터,N,N,N
533649,행복한짜장,N,N,N
533709,노스트로,Y,N,N
533716,더엘리,N,N,N
533748,더바삭,N,N,N
533770,투썸플레이스(부산만덕점),N,N,N
533771,움스 떡뽀끼,N,N,N
533772,오정은김밥(연산점),N,N,N
533828,행복한집,N,N,N
533857,카페 황금나무,N,N,N
533943,마당 국수,N,N,Y
533944,비어101(남항점),N,N,N
533966,더리얼티,N,N,N
533967,이슬카페,N,N,N
533968,오렌지나라,N,N,N
533980,유가네닭갈비(명지오션시티점),N,N,Y
533985,자지앙미엔,N,N,N
534039,복남에프앤에프,N,N,N
534057,샤브쌈주머니(부산화명점),N,N,N
534062,엄마의마음,N,N,N
534063,채선당 플러스(사직점),Y,N,N
534087,1등 숯불갈비,N,N,N
534088,해달밥술,N,N,N
534124,진주네 맛집,N,N,N
534138,짜짜루,N,N,N
534155,썬더치킨(만덕2호점),N,N,N
534161,카페페르마타,N,N,Y
534162,그놈포차(본점),N,N,N
534163,상문이숯불두마리치킨,N,N,N
534176,타코야만,N,N,Y
534192,포장마차,Y,N,N
534230,가장맛있는족발(사직점),Y,N,Y
534249,만선해물탕(부산기장점),Y,N,Y
534263,화이트캐슬(남포점),N,N,N
534272,소예,N,N,N
534308,나래카페,N,N,N
534309,노가리천국,N,N,N
534322,엔에이202,N,N,N
534334,빽다방(부산반여대림점),N,N,N
534355,동근이숯불두마리치킨,N,N,Y
534370,동키치킨(대티점),N,N,N
534384,테네로,N,N,Y
534391,퍼스커피,N,N,N
534404,동천칼국수,N,N,N
534405,꼬모도(화명점),N,N,N
534415,대박이 보리밥,N,N,N
534428,동화어탕국수,N,N,N
534430,대독장(동래점),N,N,N
534446,코팡 브런치카페,Y,N,N
534521,블랙슈가,N,N,N
534551,부평옛날통닭,N,N,N
534552,조옥규한우곰탕전문점,N,N,N
534573,카페051(부산진역점),N,N,N
534595,팔공티(부경대점),N,N,N
534596,신전떡볶이(부산덕천점),N,N,Y
534597,용문각(정관점),N,N,Y
534618,한성 가마솥 돼지국밥,N,N,N
534649,써브웨이(동아대점),N,N,Y
534650,페라슈발 츄러스,N,N,N
534651,더채움가정식백반뷔페,N,N,N
534652,제주명란돼지(동래본점),N,N,N
534664,장수촌24시순대돼지국밥(수안점),N,N,Y
534665,명품병천순대(정관점),N,N,Y
534705,빽다방(부산중앙사거리점),N,N,N
534706,카페샹베르,N,N,N
534707,암소가 뿔났다,N,N,N
534734,장독대,N,N,N
534735,땡기네 김밥,N,N,N
534736,우주야,N,N,N
534746,고밥고기밥상,N,N,N
534764,근린문문,N,N,N
534767,OK암소갈비(사상점),N,N,N
534790,달테이블(부산반여점),N,N,N
534791,강가네갈비탕곰탕,N,N,N
534815,라무,N,N,N
534842,60계 치킨(부산 엄궁점),N,N,Y
534843,전포 도연,N,N,N
534844,팔봉이 돼지국밥,N,N,N
534851,바삭이,N,N,N
534908,힐탑,N,N,N
534945,1960 깡통치킨,N,N,Y
534946,땡초우동(경성대본점),N,N,N
534977,칠칠켄터키(안락점),Y,N,N
535003,커피스미스(경성대점),N,N,N
535039,데일리팡,N,N,N
535040,우암손만두찐빵,N,N,Y
535064,비에이치씨 치킨(수영망미점),N,N,N
535187,콩카페,N,N,N
535188,미식가,N,N,N
535199,남산곰탕,N,N,N
535200,이비가짬뽕(부산영도점),Y,N,N
535218,테라스원,N,N,N
535240,우리동네168브런치카페,N,N,N
535252,블랙홀카페,Y,N,N
535332,이화수전통육개장,Y,N,N
535345,아리랑 핫도그(센텀시티점),N,N,N
535368,스시조우,Y,N,N
535375,수림이네,N,N,N
535376,"에이비씨(A,B,C)",N,N,N
535394,입가심,N,N,N
535395,가마로강정(센텀점),N,N,Y
535416,미호(Meihao),N,N,N
535432,거제도 굴구이,N,N,N
535477,선명생아구찜,N,N,N
535491,체크인부산,N,N,N
535492,석이일품아구찜,N,N,N
535518,숯불구이칭구집,N,N,Y
535519,솔다방,N,N,N
535586,해로,N,N,N
535587,이가네손칼국수,N,N,N
535601,고기구조대11구,N,N,N
535615,교리우동,N,N,N
535695,다래식당,N,N,N
535738,하삼동커피(장림점),N,N,Y
535768,국수나무(동삼점),N,N,Y
535789,토우다이,N,N,Y
535814,이흥용과자점(부산대점),N,N,N
535834,써브웨이(영도점),N,N,N
535858,웨딩카페,N,N,N
535867,탑노치(법원점),N,N,N
535904,이디야커피(금정세무서점),Y,N,Y
535928,달려라황궁쟁반짜장(장전점),N,N,N
535929,봉자다방,N,N,N
535939,가마치통닭(남산점),N,N,Y
535940,연제왕칼국수,N,N,Y
535953,공린,N,N,N
535974,글로리아,N,N,N
535981,처갓집양념치킨(온천장본점),N,N,N
535986,귀족향(서면점),N,N,N
536002,탭일레븐,N,N,Y
536010,분더브레드,N,N,Y
536012,단물곤물(명륜점),N,N,N
536023,스타벅스(양정역점),N,N,Y
536041,디노브런치,N,N,N
536057,수라간김밥,N,N,N
536058,키웨스트 키오스크(광복점),N,N,N
536059,짬짜루,N,N,N
536123,뻬러먼데이(동래역점),N,N,N
536145,희야,N,N,N
536174,두꺼비식당,N,N,N
536182,짜글이식당,N,N,N
536192,별미국수,N,N,N
536200,응급실국물떡볶이(부산부곡점),N,N,N
536234,큰집,N,N,N
536337,화오뎅&떡볶이(용호점),N,N,N
536361,글로리아커피숍,N,N,N
536362,커피가모,N,N,N
536375,마이다스722,N,N,N
536417,우리집한식,N,N,N
536430,대호식육식당,N,N,N
536449,달콤한상상,N,N,N
536484,뚱과장네 술창고(본점),N,N,N
536498,도시어부,Y,N,N
536508,그래이소금구이,N,N,N
536509,참착한밥집(괘법점),Y,N,Y
536523,돈오돈 돼지국밥(시청점),N,N,N
536549,자연밥상,Y,N,Y
536558,동해바다,N,N,N
536567,원조남원추어탕,N,N,N
536639,탱자만화카페,N,N,N
536707,두텁삼,Y,N,N
536715,오늘한점(부산하단점),N,N,N
536716,빽다방(부산정관동오점),N,N,N
536739,고여사네 닭도리탕&김치찌개,N,N,N
536756,드래곤과자점,N,N,N
536779,바이빈,N,N,Y
536787,지금 펍 앤 캐주얼 스페이스,N,N,N
536821,한·술,N,N,N
536873,들깨랑칼국수(부곡본점),N,N,N
536895,쌀통닭(서대신점),N,N,N
536945,탱고,N,N,Y
536946,투썸플레이스(부산온천천점),Y,N,Y
536959,공항가야밀면,Y,N,Y
536966,카페아자르,N,N,N
536967,이구자양곱창,N,N,N
536968,도야족발(동래점),N,N,N
536987,연일명품한우,N,N,Y
537132,배스킨라빈스(신호점),Y,N,N
537133,후쿠오카함바그(뉴코아아울렛덕천점),Y,N,Y
537139,고흥나로도횟집,N,N,N
537171,조은고기,N,N,N
537186,비전위드카페,N,N,N
537209,이층집 순두부,N,N,N
537223,타이지엔(부경대점),N,N,Y
537229,꼬꼬라뎅스,N,N,N
537247,김가네황금돼지,N,N,N
537251,스텔라,N,N,Y
537252,여기,N,N,N
537276,맛짱떡볶이,N,N,N
537325,청해횟집,N,N,N
537327,제주상회(온천천점),Y,N,N
537362,생곡국밥,N,N,N
537465,송도식당,N,N,N
537507,장위동유성집(서면점),N,N,N
537508,김완쭈꾸미,N,N,N
537517,참미분식,N,N,N
537528,더락PC카페,N,N,N
537529,훈훈한혁이네,N,N,N
537565,탕슈탕슈(정관신도시점),N,N,N
537604,수제맥주집,N,N,N
537620,엘빈(1호점),N,N,N
537660,밥이랑술이랑,N,N,N
537671,동래통닭(동래본점),N,N,Y
537711,원할머니보쌈.족발 박가부대찌개(부산안락점),N,N,N
537719,담소카페,N,N,N
537728,남구지역자활센터 오륙도휴카페(2호점),N,N,N
537747,원더러스트(WANDER LUST),N,N,N
537753,빵장수단팥빵(구서점),N,N,N
537756,충무김밥(감전점),N,N,Y
537811,화명 이대맛태,Y,N,Y
537812,커피전문점 12달이야기,N,N,N
537826,디디씨치킨(장림2호점),N,N,N
537843,카페 루앤비(부산재송점),N,N,N
537861,포차7080,N,N,N
537864,빈이네식당,N,N,N
537883,썬더치킨(신개금점),N,N,N
537886,귀한 사람들을 위한 족발,N,N,N
537888,배스킨라빈스(부산반송점),N,N,Y
537899,스트릿츄러스,N,N,Y
537905,국가대표(동의대점),N,N,N
537917,소문난장터돼지국밥,N,N,Y
537918,가로타,N,N,N
537927,에라완,N,N,N
538042,쿨,N,N,N
538073,반도가정식집밥,N,N,N
538098,오케이암소갈비살(본점),N,N,N
538108,미스터 국(화명직영점),N,N,N
538130,베트남쌀국수,N,N,N
538132,요거프레소(가야우리아동병원점),N,N,N
538140,세븐펍(동래점),N,N,N
